index,actual_label,predicted_label
1466.0,sci.crypt,sci.crypt
1467.0,talk.politics.misc,talk.politics.misc
1468.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1469.0,rec.autos,rec.autos
1470.0,sci.crypt,sci.crypt
1471.0,comp.graphics,comp.graphics
1472.0,sci.crypt,sci.crypt
1473.0,rec.sport.baseball,rec.sport.baseball
1474.0,misc.forsale,rec.sport.hockey
1475.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1476.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1477.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1478.0,talk.politics.mideast,talk.religion.misc
1479.0,talk.politics.guns,talk.politics.guns
1480.0,talk.politics.misc,talk.politics.misc
1481.0,sci.med,sci.med
1482.0,alt.atheism,alt.atheism
1483.0,talk.politics.guns,talk.politics.guns
1484.0,rec.sport.baseball,comp.os.ms-windows.misc
1485.0,rec.sport.baseball,rec.sport.baseball
1486.0,sci.med,sci.electronics
1487.0,comp.sys.ibm.pc.hardware,misc.forsale
1488.0,talk.politics.guns,talk.politics.guns
1489.0,talk.politics.misc,talk.politics.misc
1490.0,sci.med,sci.med
1491.0,alt.atheism,alt.atheism
1492.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1493.0,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc
1494.0,talk.religion.misc,talk.religion.misc
1495.0,rec.sport.baseball,rec.sport.baseball
1496.0,sci.med,rec.sport.baseball
1497.0,talk.politics.mideast,talk.politics.mideast
1498.0,comp.graphics,rec.autos
1499.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1500.0,talk.politics.misc,talk.politics.misc
1501.0,misc.forsale,rec.sport.baseball
1502.0,sci.space,sci.space
1503.0,talk.politics.guns,talk.politics.guns
1504.0,comp.graphics,comp.graphics
1505.0,comp.windows.x,comp.os.ms-windows.misc
1506.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1507.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1508.0,comp.windows.x,sci.med
1509.0,comp.graphics,soc.religion.christian
1510.0,sci.space,rec.motorcycles
1511.0,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc
1512.0,sci.space,sci.space
1513.0,comp.windows.x,rec.sport.hockey
1514.0,rec.autos,sci.electronics
1515.0,soc.religion.christian,talk.religion.misc
1516.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1517.0,sci.crypt,sci.crypt
1518.0,talk.religion.misc,talk.religion.misc
1519.0,soc.religion.christian,soc.religion.christian
1520.0,rec.motorcycles,rec.sport.hockey
1521.0,talk.religion.misc,talk.religion.misc
1522.0,comp.graphics,comp.graphics
1523.0,rec.sport.baseball,talk.politics.guns
1524.0,sci.med,sci.med
1525.0,comp.sys.mac.hardware,rec.autos
1526.0,talk.politics.mideast,talk.politics.mideast
1527.0,rec.autos,rec.autos
1528.0,misc.forsale,misc.forsale
1529.0,rec.autos,rec.autos
1530.0,misc.forsale,rec.sport.hockey
1531.0,sci.space,sci.space
1532.0,alt.atheism,talk.religion.misc
1533.0,sci.space,sci.space
1534.0,talk.religion.misc,talk.religion.misc
1535.0,talk.politics.guns,comp.sys.ibm.pc.hardware
1536.0,misc.forsale,misc.forsale
1537.0,rec.motorcycles,rec.motorcycles
1538.0,alt.atheism,alt.atheism
1539.0,talk.religion.misc,talk.religion.misc
1540.0,comp.graphics,comp.os.ms-windows.misc
1541.0,talk.politics.misc,talk.religion.misc
1542.0,rec.sport.hockey,rec.sport.hockey
1543.0,comp.os.ms-windows.misc,misc.forsale
1544.0,rec.sport.hockey,rec.sport.hockey
1545.0,talk.politics.guns,comp.sys.ibm.pc.hardware
1546.0,sci.electronics,sci.electronics
1547.0,rec.sport.baseball,rec.sport.baseball
1548.0,comp.os.ms-windows.misc,comp.graphics
1549.0,alt.atheism,alt.atheism
1550.0,rec.motorcycles,comp.sys.mac.hardware
1551.0,comp.os.ms-windows.misc,comp.windows.x
1552.0,comp.windows.x,sci.space
1553.0,rec.sport.baseball,rec.sport.hockey
1554.0,talk.politics.mideast,talk.politics.mideast
1555.0,sci.electronics,sci.electronics
1556.0,talk.politics.guns,talk.politics.guns
1557.0,misc.forsale,sci.electronics
1558.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1559.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1560.0,sci.space,sci.space
1561.0,comp.graphics,comp.graphics
1562.0,comp.sys.mac.hardware,comp.graphics
1563.0,comp.os.ms-windows.misc,comp.sys.mac.hardware
1564.0,sci.space,sci.space
1565.0,rec.autos,sci.space
1566.0,comp.sys.ibm.pc.hardware,comp.graphics
1567.0,rec.motorcycles,rec.motorcycles
1568.0,sci.med,alt.atheism
1569.0,rec.autos,sci.electronics
1570.0,sci.med,misc.forsale
1571.0,comp.os.ms-windows.misc,comp.sys.mac.hardware
1572.0,sci.crypt,sci.crypt
1573.0,talk.politics.misc,rec.sport.hockey
1574.0,sci.space,sci.space
1575.0,comp.sys.mac.hardware,comp.graphics
1576.0,rec.autos,comp.os.ms-windows.misc
1577.0,misc.forsale,misc.forsale
1578.0,comp.windows.x,comp.windows.x
1579.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1580.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1581.0,comp.windows.x,comp.windows.x
1582.0,sci.electronics,sci.electronics
1583.0,rec.sport.hockey,rec.sport.hockey
1584.0,alt.atheism,comp.graphics
1585.0,talk.politics.mideast,talk.politics.mideast
1586.0,rec.motorcycles,rec.autos
1587.0,talk.politics.guns,sci.med
1588.0,rec.autos,talk.politics.guns
1589.0,rec.sport.baseball,rec.sport.baseball
1590.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1591.0,comp.graphics,sci.space
1592.0,comp.windows.x,comp.windows.x
1593.0,comp.graphics,rec.autos
1594.0,rec.sport.baseball,rec.sport.baseball
1595.0,talk.politics.mideast,comp.graphics
1596.0,comp.sys.mac.hardware,rec.autos
1597.0,rec.sport.baseball,rec.sport.baseball
1598.0,rec.sport.baseball,rec.sport.baseball
1599.0,rec.sport.baseball,misc.forsale
1600.0,misc.forsale,rec.autos
1601.0,alt.atheism,talk.religion.misc
1602.0,sci.crypt,sci.crypt
1603.0,rec.motorcycles,sci.electronics
1604.0,talk.politics.mideast,talk.politics.mideast
1605.0,sci.crypt,talk.politics.guns
1606.0,talk.religion.misc,sci.med
1607.0,comp.windows.x,comp.windows.x
1608.0,sci.crypt,comp.sys.mac.hardware
1609.0,rec.sport.baseball,rec.sport.baseball
1610.0,sci.crypt,sci.crypt
1611.0,rec.sport.baseball,rec.sport.baseball
1612.0,rec.sport.baseball,rec.sport.baseball
1613.0,talk.politics.guns,talk.politics.guns
1614.0,alt.atheism,talk.religion.misc
1615.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1616.0,sci.med,sci.med
1617.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1618.0,sci.crypt,sci.crypt
1619.0,talk.politics.mideast,talk.politics.mideast
1620.0,comp.graphics,comp.graphics
1621.0,sci.space,comp.sys.mac.hardware
1622.0,misc.forsale,rec.sport.hockey
1623.0,comp.graphics,comp.graphics
1624.0,misc.forsale,rec.sport.baseball
1625.0,talk.politics.misc,sci.space
1626.0,sci.electronics,sci.electronics
1627.0,soc.religion.christian,soc.religion.christian
1628.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1629.0,talk.religion.misc,talk.religion.misc
1630.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1631.0,rec.motorcycles,rec.motorcycles
1632.0,sci.space,sci.space
1633.0,sci.med,sci.med
1634.0,talk.politics.mideast,talk.politics.mideast
1635.0,sci.crypt,sci.crypt
1636.0,comp.windows.x,comp.windows.x
1637.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1638.0,misc.forsale,rec.autos
1639.0,sci.crypt,sci.crypt
1640.0,sci.electronics,sci.med
1641.0,sci.electronics,comp.sys.ibm.pc.hardware
1642.0,misc.forsale,sci.space
1643.0,rec.motorcycles,rec.autos
1644.0,talk.politics.misc,misc.forsale
1645.0,sci.electronics,rec.sport.hockey
1646.0,comp.graphics,talk.religion.misc
1647.0,comp.graphics,rec.sport.baseball
1648.0,talk.religion.misc,talk.politics.guns
1649.0,sci.space,sci.space
1650.0,sci.med,misc.forsale
1651.0,sci.electronics,sci.electronics
1652.0,talk.politics.guns,talk.politics.guns
1653.0,comp.graphics,comp.graphics
1654.0,comp.windows.x,comp.windows.x
1655.0,talk.politics.misc,talk.politics.misc
1656.0,comp.graphics,comp.graphics
1657.0,talk.politics.mideast,talk.politics.mideast
1658.0,rec.sport.hockey,rec.sport.hockey
1659.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1660.0,rec.motorcycles,rec.motorcycles
1661.0,sci.med,rec.motorcycles
1662.0,sci.crypt,sci.crypt
1663.0,alt.atheism,alt.atheism
1664.0,sci.med,sci.med
1665.0,talk.politics.guns,talk.politics.guns
1666.0,rec.sport.hockey,rec.sport.hockey
1667.0,comp.sys.ibm.pc.hardware,misc.forsale
1668.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1669.0,sci.crypt,sci.crypt
1670.0,comp.os.ms-windows.misc,talk.religion.misc
1671.0,talk.politics.misc,talk.politics.misc
1672.0,talk.religion.misc,talk.religion.misc
1673.0,comp.os.ms-windows.misc,comp.graphics
1674.0,talk.politics.guns,comp.sys.mac.hardware
1675.0,talk.politics.misc,talk.politics.misc
1676.0,alt.atheism,sci.space
1677.0,sci.electronics,talk.religion.misc
1678.0,rec.sport.hockey,rec.sport.hockey
1679.0,rec.sport.hockey,rec.sport.hockey
1680.0,sci.crypt,sci.crypt
1681.0,talk.politics.misc,talk.politics.guns
1682.0,rec.sport.baseball,sci.electronics
1683.0,misc.forsale,misc.forsale
1684.0,sci.med,talk.politics.misc
1685.0,sci.space,rec.sport.baseball
1686.0,alt.atheism,alt.atheism
1687.0,misc.forsale,misc.forsale
1688.0,rec.autos,rec.autos
1689.0,soc.religion.christian,soc.religion.christian
1690.0,soc.religion.christian,soc.religion.christian
1691.0,sci.space,sci.electronics
1692.0,rec.motorcycles,rec.motorcycles
1693.0,comp.os.ms-windows.misc,comp.graphics
1694.0,sci.med,sci.med
1695.0,sci.electronics,comp.sys.mac.hardware
1696.0,talk.politics.misc,talk.politics.guns
1697.0,rec.autos,rec.motorcycles
1698.0,comp.graphics,comp.graphics
1699.0,talk.politics.mideast,alt.atheism
1700.0,rec.sport.baseball,rec.sport.baseball
1701.0,sci.electronics,comp.sys.ibm.pc.hardware
1702.0,soc.religion.christian,soc.religion.christian
1703.0,talk.politics.guns,talk.religion.misc
1704.0,talk.politics.misc,sci.med
1705.0,talk.politics.mideast,alt.atheism
1706.0,sci.space,sci.space
1707.0,sci.electronics,sci.med
1708.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1709.0,comp.windows.x,comp.windows.x
1710.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1711.0,alt.atheism,alt.atheism
1712.0,sci.med,sci.med
1713.0,comp.graphics,comp.graphics
1714.0,sci.crypt,sci.crypt
1715.0,misc.forsale,comp.windows.x
1716.0,soc.religion.christian,soc.religion.christian
1717.0,alt.atheism,alt.atheism
1718.0,misc.forsale,rec.sport.hockey
1719.0,rec.sport.hockey,rec.sport.hockey
1720.0,alt.atheism,misc.forsale
1721.0,rec.motorcycles,rec.motorcycles
1722.0,comp.windows.x,comp.sys.ibm.pc.hardware
1723.0,comp.windows.x,comp.windows.x
1724.0,talk.politics.mideast,talk.politics.mideast
1725.0,comp.sys.ibm.pc.hardware,sci.electronics
1726.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1727.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1728.0,rec.motorcycles,rec.motorcycles
1729.0,talk.politics.guns,comp.graphics
1730.0,talk.politics.guns,talk.politics.guns
1731.0,comp.sys.mac.hardware,comp.graphics
1732.0,talk.politics.misc,talk.politics.misc
1733.0,comp.sys.mac.hardware,sci.crypt
1734.0,rec.sport.baseball,rec.autos
1735.0,talk.politics.guns,comp.graphics
1736.0,comp.os.ms-windows.misc,rec.sport.baseball
1737.0,sci.med,talk.politics.guns
1738.0,talk.politics.mideast,talk.religion.misc
1739.0,rec.sport.baseball,rec.sport.baseball
1740.0,talk.politics.mideast,rec.motorcycles
1741.0,talk.politics.misc,talk.politics.guns
1742.0,sci.med,rec.autos
1743.0,misc.forsale,misc.forsale
1744.0,comp.graphics,comp.graphics
1745.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1746.0,talk.politics.misc,talk.politics.misc
1747.0,misc.forsale,talk.politics.misc
1748.0,comp.sys.mac.hardware,misc.forsale
1749.0,alt.atheism,alt.atheism
1750.0,sci.space,sci.space
1751.0,sci.electronics,sci.electronics
1752.0,rec.autos,rec.sport.baseball
1753.0,soc.religion.christian,soc.religion.christian
1754.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1755.0,talk.politics.guns,sci.crypt
1756.0,rec.autos,rec.autos
1757.0,comp.os.ms-windows.misc,misc.forsale
1758.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1759.0,sci.crypt,sci.crypt
1760.0,rec.sport.hockey,rec.sport.hockey
1761.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1762.0,sci.med,rec.sport.hockey
1763.0,talk.politics.mideast,talk.politics.mideast
1764.0,rec.sport.baseball,rec.sport.baseball
1765.0,sci.electronics,sci.electronics
1766.0,comp.graphics,comp.graphics
1767.0,comp.windows.x,comp.windows.x
1768.0,talk.politics.mideast,talk.politics.mideast
1769.0,misc.forsale,misc.forsale
1770.0,comp.sys.mac.hardware,comp.windows.x
1771.0,talk.politics.mideast,talk.politics.mideast
1772.0,rec.sport.hockey,rec.sport.hockey
1773.0,talk.politics.mideast,talk.politics.mideast
1774.0,comp.sys.ibm.pc.hardware,misc.forsale
1775.0,sci.space,rec.autos
1776.0,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware
1777.0,talk.politics.mideast,talk.politics.mideast
1778.0,talk.politics.guns,talk.politics.misc
1779.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1780.0,rec.sport.baseball,rec.sport.baseball
1781.0,misc.forsale,rec.autos
1782.0,talk.politics.mideast,rec.sport.baseball
1783.0,sci.electronics,sci.electronics
1784.0,sci.space,sci.space
1785.0,rec.autos,rec.autos
1786.0,rec.motorcycles,rec.autos
1787.0,sci.crypt,sci.crypt
1788.0,rec.sport.hockey,comp.graphics
1789.0,sci.med,talk.politics.misc
1790.0,rec.motorcycles,rec.motorcycles
1791.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1792.0,rec.autos,rec.autos
1793.0,rec.sport.hockey,sci.crypt
1794.0,comp.windows.x,misc.forsale
1795.0,rec.motorcycles,rec.motorcycles
1796.0,sci.med,talk.religion.misc
1797.0,sci.med,sci.med
1798.0,comp.os.ms-windows.misc,sci.med
1799.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1800.0,misc.forsale,misc.forsale
1801.0,comp.graphics,comp.graphics
1802.0,comp.windows.x,comp.windows.x
1803.0,sci.electronics,sci.electronics
1804.0,talk.politics.guns,talk.politics.guns
1805.0,talk.politics.guns,sci.crypt
1806.0,comp.sys.ibm.pc.hardware,rec.sport.hockey
1807.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1808.0,sci.crypt,sci.crypt
1809.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1810.0,talk.politics.guns,talk.politics.guns
1811.0,talk.politics.misc,misc.forsale
1812.0,talk.politics.guns,talk.politics.guns
1813.0,talk.politics.misc,talk.politics.misc
1814.0,talk.politics.mideast,talk.politics.mideast
1815.0,rec.autos,rec.autos
1816.0,misc.forsale,sci.med
1817.0,comp.graphics,comp.graphics
1818.0,sci.crypt,sci.crypt
1819.0,sci.space,sci.space
1820.0,misc.forsale,rec.sport.hockey
1821.0,soc.religion.christian,soc.religion.christian
1822.0,sci.med,comp.sys.mac.hardware
1823.0,rec.sport.hockey,rec.sport.hockey
1824.0,misc.forsale,sci.electronics
1825.0,rec.sport.hockey,rec.sport.hockey
1826.0,sci.crypt,sci.crypt
1827.0,alt.atheism,alt.atheism
1828.0,talk.politics.guns,talk.politics.guns
1829.0,talk.politics.mideast,talk.politics.mideast
1830.0,rec.sport.baseball,rec.sport.baseball
1831.0,soc.religion.christian,soc.religion.christian
1832.0,rec.motorcycles,rec.motorcycles
1833.0,rec.sport.baseball,rec.sport.baseball
1834.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1835.0,rec.sport.baseball,rec.autos
1836.0,rec.motorcycles,comp.sys.mac.hardware
1837.0,talk.religion.misc,talk.religion.misc
1838.0,rec.sport.hockey,rec.sport.hockey
1839.0,alt.atheism,talk.religion.misc
1840.0,talk.politics.misc,talk.politics.misc
1841.0,sci.electronics,sci.electronics
1842.0,alt.atheism,alt.atheism
1843.0,talk.politics.guns,talk.politics.guns
1844.0,talk.politics.guns,talk.politics.guns
1845.0,talk.politics.guns,comp.graphics
1846.0,misc.forsale,comp.graphics
1847.0,comp.graphics,comp.graphics
1848.0,soc.religion.christian,rec.sport.baseball
1849.0,soc.religion.christian,soc.religion.christian
1850.0,sci.crypt,sci.crypt
1851.0,talk.politics.misc,talk.politics.misc
1852.0,sci.electronics,sci.electronics
1853.0,comp.os.ms-windows.misc,misc.forsale
1854.0,sci.med,rec.motorcycles
1855.0,soc.religion.christian,soc.religion.christian
1856.0,talk.politics.misc,talk.politics.misc
1857.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1858.0,sci.electronics,sci.electronics
1859.0,rec.sport.baseball,rec.sport.baseball
1860.0,rec.autos,rec.autos
1861.0,alt.atheism,talk.religion.misc
1862.0,rec.autos,rec.autos
1863.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1864.0,alt.atheism,misc.forsale
1865.0,sci.crypt,sci.crypt
1866.0,soc.religion.christian,soc.religion.christian
1867.0,comp.sys.mac.hardware,rec.sport.baseball
1868.0,comp.os.ms-windows.misc,comp.windows.x
1869.0,misc.forsale,comp.os.ms-windows.misc
1870.0,comp.windows.x,comp.graphics
1871.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1872.0,sci.crypt,sci.crypt
1873.0,sci.crypt,sci.crypt
1874.0,alt.atheism,alt.atheism
1875.0,soc.religion.christian,soc.religion.christian
1876.0,comp.sys.mac.hardware,comp.os.ms-windows.misc
1877.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1878.0,rec.motorcycles,rec.motorcycles
1879.0,rec.sport.baseball,rec.autos
1880.0,talk.politics.guns,talk.politics.guns
1881.0,comp.graphics,comp.graphics
1882.0,talk.politics.misc,rec.autos
1883.0,talk.politics.guns,talk.politics.misc
1884.0,sci.space,sci.space
1885.0,comp.sys.ibm.pc.hardware,misc.forsale
1886.0,comp.graphics,comp.graphics
1887.0,sci.med,rec.sport.baseball
1888.0,talk.politics.guns,talk.politics.guns
1889.0,sci.electronics,rec.sport.hockey
1890.0,misc.forsale,comp.graphics
1891.0,alt.atheism,alt.atheism
1892.0,talk.politics.guns,talk.politics.guns
1893.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1894.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1895.0,comp.graphics,comp.windows.x
1896.0,sci.space,rec.motorcycles
1897.0,rec.sport.hockey,rec.sport.hockey
1898.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1899.0,misc.forsale,comp.os.ms-windows.misc
1900.0,comp.windows.x,comp.windows.x
1901.0,sci.med,sci.med
1902.0,talk.politics.guns,talk.politics.guns
1903.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1904.0,rec.sport.baseball,rec.sport.baseball
1905.0,sci.space,sci.space
1906.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1907.0,sci.electronics,rec.autos
1908.0,sci.space,sci.space
1909.0,talk.religion.misc,talk.religion.misc
1910.0,talk.religion.misc,talk.religion.misc
1911.0,rec.motorcycles,rec.motorcycles
1912.0,sci.space,rec.autos
1913.0,talk.politics.mideast,talk.politics.mideast
1914.0,rec.motorcycles,rec.motorcycles
1915.0,comp.graphics,comp.graphics
1916.0,alt.atheism,alt.atheism
1917.0,alt.atheism,alt.atheism
1918.0,sci.med,talk.religion.misc
1919.0,comp.windows.x,comp.graphics
1920.0,talk.politics.mideast,talk.politics.mideast
1921.0,rec.autos,rec.autos
1922.0,comp.os.ms-windows.misc,misc.forsale
1923.0,rec.autos,sci.electronics
1924.0,rec.sport.hockey,comp.sys.ibm.pc.hardware
1925.0,talk.politics.mideast,talk.politics.mideast
1926.0,soc.religion.christian,soc.religion.christian
1927.0,sci.electronics,sci.electronics
1928.0,comp.windows.x,comp.windows.x
1929.0,misc.forsale,sci.crypt
1930.0,comp.sys.mac.hardware,sci.med
1931.0,talk.religion.misc,talk.religion.misc
1932.0,sci.crypt,talk.politics.guns
1933.0,comp.windows.x,comp.windows.x
1934.0,comp.sys.ibm.pc.hardware,misc.forsale
1935.0,rec.motorcycles,rec.motorcycles
1936.0,sci.crypt,sci.crypt
1937.0,sci.electronics,sci.electronics
1938.0,talk.politics.guns,sci.space
1939.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1940.0,sci.med,rec.autos
1941.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1942.0,sci.space,sci.space
1943.0,talk.politics.guns,talk.politics.guns
1944.0,rec.sport.hockey,rec.sport.hockey
1945.0,comp.sys.mac.hardware,rec.sport.baseball
1946.0,rec.sport.baseball,rec.sport.baseball
1947.0,rec.autos,comp.graphics
1948.0,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware
1949.0,talk.politics.misc,comp.sys.mac.hardware
1950.0,sci.space,rec.autos
1951.0,comp.graphics,comp.graphics
1952.0,comp.sys.mac.hardware,misc.forsale
1953.0,rec.motorcycles,rec.motorcycles
1954.0,sci.space,sci.space
1955.0,sci.crypt,sci.crypt
1956.0,sci.crypt,sci.crypt
1957.0,rec.sport.baseball,alt.atheism
1958.0,misc.forsale,misc.forsale
1959.0,talk.religion.misc,talk.religion.misc
1960.0,talk.politics.mideast,talk.politics.mideast
1961.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1962.0,sci.electronics,sci.electronics
1963.0,rec.sport.hockey,rec.sport.hockey
1964.0,sci.electronics,sci.electronics
1965.0,comp.windows.x,comp.os.ms-windows.misc
1966.0,sci.space,sci.space
1967.0,rec.autos,rec.autos
1968.0,rec.sport.baseball,rec.sport.baseball
1969.0,sci.crypt,sci.crypt
1970.0,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware
1971.0,comp.sys.ibm.pc.hardware,talk.religion.misc
1972.0,talk.religion.misc,talk.religion.misc
1973.0,comp.graphics,sci.med
1974.0,comp.sys.ibm.pc.hardware,sci.electronics
1975.0,comp.sys.mac.hardware,comp.sys.mac.hardware
1976.0,rec.sport.baseball,rec.sport.baseball
1977.0,talk.politics.misc,talk.politics.guns
1978.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1979.0,sci.crypt,sci.crypt
1980.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
1981.0,talk.politics.guns,talk.politics.guns
1982.0,rec.motorcycles,rec.motorcycles
1983.0,rec.sport.hockey,rec.motorcycles
1984.0,rec.sport.hockey,rec.motorcycles
1985.0,rec.sport.baseball,rec.sport.baseball
1986.0,misc.forsale,misc.forsale
1987.0,rec.autos,rec.autos
1988.0,alt.atheism,alt.atheism
1989.0,rec.autos,rec.autos
1990.0,rec.sport.hockey,comp.graphics
1991.0,soc.religion.christian,soc.religion.christian
1992.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
1993.0,sci.space,sci.space
1994.0,talk.politics.guns,talk.politics.misc
1995.0,sci.electronics,sci.electronics
1996.0,talk.politics.guns,talk.politics.guns
1997.0,sci.crypt,sci.crypt
1998.0,comp.os.ms-windows.misc,sci.crypt
1999.0,comp.sys.ibm.pc.hardware,comp.windows.x
2000.0,sci.space,sci.space
2001.0,sci.med,sci.med
2002.0,talk.politics.misc,talk.politics.misc
2003.0,alt.atheism,alt.atheism
2004.0,comp.graphics,sci.space
2005.0,sci.electronics,sci.electronics
2006.0,sci.crypt,sci.crypt
2007.0,sci.space,sci.space
2008.0,alt.atheism,sci.space
2009.0,soc.religion.christian,soc.religion.christian
2010.0,rec.sport.baseball,rec.sport.baseball
2011.0,comp.windows.x,sci.space
2012.0,comp.sys.mac.hardware,comp.sys.mac.hardware
2013.0,sci.electronics,sci.med
2014.0,talk.politics.misc,soc.religion.christian
2015.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
2016.0,rec.sport.baseball,rec.autos
2017.0,rec.sport.baseball,comp.sys.mac.hardware
2018.0,sci.crypt,sci.crypt
2019.0,comp.graphics,comp.graphics
2020.0,alt.atheism,talk.religion.misc
2021.0,talk.politics.mideast,talk.politics.mideast
2022.0,rec.sport.baseball,comp.windows.x
2023.0,sci.crypt,sci.crypt
2024.0,sci.electronics,sci.electronics
2025.0,sci.med,sci.med
2026.0,talk.religion.misc,rec.sport.hockey
2027.0,misc.forsale,misc.forsale
2028.0,sci.electronics,comp.sys.ibm.pc.hardware
2029.0,comp.sys.mac.hardware,comp.graphics
2030.0,rec.motorcycles,rec.motorcycles
2031.0,talk.religion.misc,talk.religion.misc
2032.0,sci.electronics,sci.electronics
2033.0,talk.politics.misc,rec.autos
2034.0,talk.politics.misc,talk.politics.misc
2035.0,comp.windows.x,comp.sys.ibm.pc.hardware
2036.0,comp.windows.x,comp.os.ms-windows.misc
2037.0,comp.sys.ibm.pc.hardware,comp.sys.ibm.pc.hardware
2038.0,talk.religion.misc,talk.religion.misc
2039.0,talk.politics.mideast,talk.religion.misc
2040.0,talk.politics.guns,talk.politics.guns
2041.0,comp.os.ms-windows.misc,comp.os.ms-windows.misc
2042.0,rec.autos,rec.autos
2043.0,comp.os.ms-windows.misc,sci.med
2044.0,rec.sport.hockey,comp.windows.x
2045.0,sci.crypt,sci.crypt
2046.0,alt.atheism,alt.atheism
2047.0,comp.windows.x,comp.os.ms-windows.misc
2048.0,comp.windows.x,rec.motorcycles
2049.0,comp.sys.mac.hardware,comp.sys.mac.hardware
2050.0,rec.sport.baseball,rec.sport.baseball
2051.0,sci.electronics,sci.electronics
2052.0,soc.religion.christian,soc.religion.christian
2053.0,sci.med,comp.sys.mac.hardware
2054.0,misc.forsale,comp.os.ms-windows.misc
2055.0,soc.religion.christian,talk.politics.guns
2056.0,rec.autos,sci.electronics
2057.0,alt.atheism,alt.atheism
2058.0,soc.religion.christian,soc.religion.christian
2059.0,comp.sys.mac.hardware,comp.sys.ibm.pc.hardware
2060.0,rec.sport.baseball,rec.sport.baseball
2061.0,rec.autos,sci.space
2062.0,sci.space,sci.space
2063.0,sci.electronics,sci.electronics
2064.0,talk.politics.mideast,talk.politics.mideast
2065.0,sci.space,sci.space
2066.0,rec.sport.hockey,rec.sport.hockey
2067.0,sci.med,sci.med
2068.0,talk.politics.mideast,talk.politics.mideast
2069.0,comp.sys.mac.hardware,comp.sys.mac.hardware
2070.0,alt.atheism,soc.religion.christian
2071.0,misc.forsale,comp.sys.ibm.pc.hardware
2072.0,comp.graphics,sci.space
2073.0,sci.med,misc.forsale
2074.0,talk.politics.mideast,talk.politics.mideast
2075.0,talk.politics.guns,comp.sys.mac.hardware
